id,title,slug,poster_url,director,country,year,film_type,plot,genres,poster_url,combined_features
141,Hội Bạn Trai Của Bunny,hoi-ban-trai-cua-bunny,https://img.ophim.live/uploads/movies/hoi-ban-trai-cua-bunny-thumb.jpg,Kim Ji-hoon,Hàn Quốc,2025,Phim Bộ,"""Hội bạn trai của Bunny"" lấy bối cảnh tại một trường đại học và kể về hành trình trưởng thành của Ban Hee-jin (Roh Jeong-eui). Là người không quá quan tâm đến ngoại hình, cô chỉ hẹn hò dựa trên tính cách. Vì vậy, cô quyết định yêu một chàng trai không quá điển trai nhưng lại có tính cách tốt. Tuy nhiên, sau một thời gian, Ban Hee-jin phát hiện ra rằng anh ta thực chất đã che giấu một bản chất không mấy tốt đẹp đằng sau vẻ ngoài bình thường ấy. Chịu tổn thương sâu sắc từ mối tình đầu đầy cay đắng, cô đưa ra quyết định: từ nay, cô sẽ chỉ hẹn hò với những chàng trai đẹp trai.",Chính Kịch|Hài Hước,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/hoi-ban-trai-cua-bunny-thumb.jpg,"Hội Bạn Trai Của Bunny ""Hội bạn trai của Bunny"" lấy bối cảnh tại một trường đại học và kể về hành trình trưởng thành của Ban Hee-jin (Roh Jeong-eui). Là người không quá quan tâm đến ngoại hình, cô chỉ hẹn hò dựa trên tính cách. Vì vậy, cô quyết định yêu một chàng trai không quá điển trai nhưng lại có tính cách tốt. Tuy nhiên, sau một thời gian, Ban Hee-jin phát hiện ra rằng anh ta thực chất đã che giấu một bản chất không mấy tốt đẹp đằng sau vẻ ngoài bình thường ấy. Chịu tổn thương sâu sắc từ mối tình đầu đầy cay đắng, cô đưa ra quyết định: từ nay, cô sẽ chỉ hẹn hò với những chàng trai đẹp trai. Chính Kịch|Hài Hước Kim Ji-hoon Hàn Quốc Phim Bộ"
142,Chuyện Đời Bác Sĩ Nội Trú,chuyen-doi-bac-si-noi-tru,https://img.ophim.live/uploads/movies/chuyen-doi-bac-si-noi-tru-thumb.jpg,Lee Min-soo,Hàn Quốc,2025,Phim Bộ,Các bác sĩ nội trú sản phụ khoa năm nhất tại Bệnh viện Yulje phải vượt qua vô số hỗn loạn trong công việc và đời tư để trở thành những bác sĩ xuất sắc.&nbsp;,Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/chuyen-doi-bac-si-noi-tru-thumb.jpg,Chuyện Đời Bác Sĩ Nội Trú Các bác sĩ nội trú sản phụ khoa năm nhất tại Bệnh viện Yulje phải vượt qua vô số hỗn loạn trong công việc và đời tư để trở thành những bác sĩ xuất sắc.&nbsp; Chính Kịch Lee Min-soo Hàn Quốc Phim Bộ
143,Battle Force,battle-force,https://img.ophim.live/uploads/movies/battle-force-thumb.jpg,Scott Martin,Âu Mỹ,2012,Phim Lẻ,"In the thick of WWII, the 1st Special Service Force unit is called to duty on a secret rescue mission. Challenged by Nazis at every turn, our band of heroes bunker in a bombed out city and race against time to relay a message that is crucial to the Allies invasion of Sicily. Cornered and caught between a rock and a hard place, they only have one option: fire more bullets!",Chiến Tranh|Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/battle-force-thumb.jpg,"Battle Force In the thick of WWII, the 1st Special Service Force unit is called to duty on a secret rescue mission. Challenged by Nazis at every turn, our band of heroes bunker in a bombed out city and race against time to relay a message that is crucial to the Allies invasion of Sicily. Cornered and caught between a rock and a hard place, they only have one option: fire more bullets! Chiến Tranh|Chính Kịch Scott Martin Âu Mỹ Phim Lẻ"
144,Đường Triều Hào Phóng Nữ,duong-trieu-hao-phong-nu,https://img.ophim.live/uploads/movies/duong-trieu-hao-phong-nu-thumb.jpg,方令正,Trung Quốc,1984,Phim Lẻ,"Đường triều hào phóng nữ tên gọi khác Đại Đường Mỹ Nữ được Phát hành vào năm 1984, Đường triều hào phóng nữ được đánh giá là một trong những bộ phim gắn mác cấp ba đặc sắc của điện ảnh Hong Kong với những cảnh quay trần trụi nhưng không thô tục, do đạo diễn Phương Lệnh Chính thực hiện, Trương Quốc Trụ, Hạ Văn Tịch và Vạn Tử Lương đảm nhận vai chính. Truyện phim là cuộc đời của nàng Ngư Huyền Cơ (một nhân vật có thật thời nhà Đường), phải làm vợ lẽ, sau đó bị kết án tử vì tội giết người.",Chính Kịch|Hành Động,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/duong-trieu-hao-phong-nu-thumb.jpg,"Đường Triều Hào Phóng Nữ Đường triều hào phóng nữ tên gọi khác Đại Đường Mỹ Nữ được Phát hành vào năm 1984, Đường triều hào phóng nữ được đánh giá là một trong những bộ phim gắn mác cấp ba đặc sắc của điện ảnh Hong Kong với những cảnh quay trần trụi nhưng không thô tục, do đạo diễn Phương Lệnh Chính thực hiện, Trương Quốc Trụ, Hạ Văn Tịch và Vạn Tử Lương đảm nhận vai chính. Truyện phim là cuộc đời của nàng Ngư Huyền Cơ (một nhân vật có thật thời nhà Đường), phải làm vợ lẽ, sau đó bị kết án tử vì tội giết người. Chính Kịch|Hành Động 方令正 Trung Quốc Phim Lẻ"
145,Maria (2024),maria-2024,https://img.ophim.live/uploads/movies/maria-2024-thumb.jpg,Pablo Larraín,Âu Mỹ,2024,Phim Lẻ,"Những ngày cuối đời của Maria Callas, giọng ca opera vĩ đại nhất thế giới, được tái hiện tại Paris những năm 1970, khi bà đối diện với bản thân và cuộc đời.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/maria-2024-thumb.jpg,"Maria (2024) Những ngày cuối đời của Maria Callas, giọng ca opera vĩ đại nhất thế giới, được tái hiện tại Paris những năm 1970, khi bà đối diện với bản thân và cuộc đời. Chính Kịch Pablo Larraín Âu Mỹ Phim Lẻ"
146,Cuồng Nộ Ái Tình,cuong-no-ai-tinh,https://img.ophim.live/uploads/movies/cuong-no-ai-tinh-thumb.jpg,鈴木則文,Nhật Bản,1973,Phim Lẻ,"Trong suốt thời Minh Trị, một cô gái chuyên chơi cờ bạc săn lùng ba tay du đãng, những kẻ đã sát hại cha cô đồng thời cô cũng che dấu một người bị truy nã trong lúc đấu trí với một tay diệp viên người Anh.​",Hành Động|Hình Sự,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/cuong-no-ai-tinh-thumb.jpg,"Cuồng Nộ Ái Tình Trong suốt thời Minh Trị, một cô gái chuyên chơi cờ bạc săn lùng ba tay du đãng, những kẻ đã sát hại cha cô đồng thời cô cũng che dấu một người bị truy nã trong lúc đấu trí với một tay diệp viên người Anh.​ Hành Động|Hình Sự 鈴木則文 Nhật Bản Phim Lẻ"
147,Ghép Đôi Trái Tim,ghep-doi-trai-tim,https://img.ophim.live/uploads/movies/heart-pairing-thumb.jpg,Đang cập nhật,Hàn Quốc,2025,Phim Bộ,"Tình yêu bắt đầu bằng sự phấn khích. Nhưng cần gì để tình yêu trở thành hôn nhân?! Những chàng trai và cô gái trẻ mơ ước về hôn nhân đã tụ họp dưới một mái nhà. Trong suốt một tháng, họ đi du lịch giữa Ý và Seoul, trải qua những cặp đôi định mệnh để tìm được người bạn đời trọn đời của mình. Một trái tim đập rộn ràng, những giá trị hoàn toàn phù hợp, sự ổn định tài chính đáng mơ ước, một quan điểm chung về tình yêu… Cặp đôi nào sẽ là tốt nhất đối với tôi? Những chàng trai và cô gái trẻ này điều hướng giữa sự lãng mạn và thực tế, dành một tháng tràn ngập cả sự phấn khích và những khoảnh khắc sáng suốt. Câu chuyện ly kỳ và thực tế nhất về tình yêu và hôn nhân trong thời đại này!",Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/heart-pairing-thumb.jpg,"Ghép Đôi Trái Tim Tình yêu bắt đầu bằng sự phấn khích. Nhưng cần gì để tình yêu trở thành hôn nhân?! Những chàng trai và cô gái trẻ mơ ước về hôn nhân đã tụ họp dưới một mái nhà. Trong suốt một tháng, họ đi du lịch giữa Ý và Seoul, trải qua những cặp đôi định mệnh để tìm được người bạn đời trọn đời của mình. Một trái tim đập rộn ràng, những giá trị hoàn toàn phù hợp, sự ổn định tài chính đáng mơ ước, một quan điểm chung về tình yêu… Cặp đôi nào sẽ là tốt nhất đối với tôi? Những chàng trai và cô gái trẻ này điều hướng giữa sự lãng mạn và thực tế, dành một tháng tràn ngập cả sự phấn khích và những khoảnh khắc sáng suốt. Câu chuyện ly kỳ và thực tế nhất về tình yêu và hôn nhân trong thời đại này! Tình Cảm Đang cập nhật Hàn Quốc Phim Bộ"
148,Không Nhìn Thấy (Phần 2),khong-nhin-thay-phan-2,https://img.ophim.live/uploads/movies/khong-nhin-thay-phan-2-thumb.jpg,Đang cập nhật,Nam Phi,2025,Phim Bộ,Một người giúp việc đang tuyệt vọng tìm kiếm chồng mình khi một tập đoàn tội phạm đáng sợ khơi dậy những bi kịch trong quá khứ và cuối cùng đẩy cô đến bạo lực.,Chính Kịch|Hình Sự,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/khong-nhin-thay-phan-2-thumb.jpg,Không Nhìn Thấy (Phần 2) Một người giúp việc đang tuyệt vọng tìm kiếm chồng mình khi một tập đoàn tội phạm đáng sợ khơi dậy những bi kịch trong quá khứ và cuối cùng đẩy cô đến bạo lực. Chính Kịch|Hình Sự Đang cập nhật Nam Phi Phim Bộ
149,Lam Hỏa Diệt Quỷ (Phần 4),lam-hoa-diet-quy-phan-4,https://img.ophim.live/uploads/movies/lam-hoa-diet-quy-phan-4-thumb.jpg,Đang cập nhật,Nhật Bản,2024,Phim Hoạt Hình,"Câu truyện xoay quanh một chàng trai tên là Okumura Rin, cậu được nuôi lớn bởi một Chuyên Gia Diệt Quỷ (Exorcist) nổi tiếng tên là Fujimoto Shirou, rồi một ngày cậu chợt biết được rằng mình chính là con trai của quỷ dữ Satan, rồi số phận của cậu đứng giữa sự lựa chọn: làm con trai của quỷ hoặc là trở thành một Chuyên Gia Diệt Quỷ.",Bí Ẩn|Hành Động|Khoa Học|Phiêu Lưu|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/lam-hoa-diet-quy-phan-4-thumb.jpg,"Lam Hỏa Diệt Quỷ (Phần 4) Câu truyện xoay quanh một chàng trai tên là Okumura Rin, cậu được nuôi lớn bởi một Chuyên Gia Diệt Quỷ (Exorcist) nổi tiếng tên là Fujimoto Shirou, rồi một ngày cậu chợt biết được rằng mình chính là con trai của quỷ dữ Satan, rồi số phận của cậu đứng giữa sự lựa chọn: làm con trai của quỷ hoặc là trở thành một Chuyên Gia Diệt Quỷ. Bí Ẩn|Hành Động|Khoa Học|Phiêu Lưu|Viễn Tưởng Đang cập nhật Nhật Bản Phim Hoạt Hình"
150,Chuyện Tình Khuôn Mẫu,chuyen-tinh-khuon-mau,https://img.ophim.live/uploads/movies/chuyen-tinh-khuon-mau-thumb.jpg,Chadchawal Wisawabumrungchai,Thái Lan,2024,Phim Lẻ,"Gây thiệt hại nặng cho hãng phim, nhà sáng tạo nội dung nọ phải dàn xếp vụ kiện bằng cách làm việc cho chủ công ty đó... đạo diễn các bộ phim ""mì ăn liền"" anh ghét cay ghét đắng.&nbsp;",Chính Kịch|Hài Hước,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/chuyen-tinh-khuon-mau-thumb.jpg,"Chuyện Tình Khuôn Mẫu Gây thiệt hại nặng cho hãng phim, nhà sáng tạo nội dung nọ phải dàn xếp vụ kiện bằng cách làm việc cho chủ công ty đó... đạo diễn các bộ phim ""mì ăn liền"" anh ghét cay ghét đắng.&nbsp; Chính Kịch|Hài Hước Chadchawal Wisawabumrungchai Thái Lan Phim Lẻ"
151,Bốn mùa,bon-mua,https://img.ophim.live/uploads/movies/bon-mua-thumb.jpg,Đang cập nhật,Âu Mỹ,2025,Phim Bộ,"Tình bạn kéo dài hàng thập kỷ của ba cặp vợ chồng bị thử thách khi một đôi ly hôn, khiến truyền thống đi nghỉ cuối tuần hàng quý của họ trở nên rối rắm.",Hài Hước,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/bon-mua-thumb.jpg,"Bốn mùa Tình bạn kéo dài hàng thập kỷ của ba cặp vợ chồng bị thử thách khi một đôi ly hôn, khiến truyền thống đi nghỉ cuối tuần hàng quý của họ trở nên rối rắm. Hài Hước Đang cập nhật Âu Mỹ Phim Bộ"
152,Trai Hư,trai-hu-2025,https://img.ophim.live/uploads/movies/trai-hu-2025-thumb.jpg,Hagar Ben-Asher,Quốc Gia Khác,2025,Phim Bộ,"Trong bộ phim trần trụi về tuổi mới lớn lấy cảm hứng từ sự kiện có thật này, cây hài nọ kể lại cách anh sống sót trong trại giam trẻ vị thành niên tàn bạo nhờ vào sự dí dỏm.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/trai-hu-2025-thumb.jpg,"Trai Hư Trong bộ phim trần trụi về tuổi mới lớn lấy cảm hứng từ sự kiện có thật này, cây hài nọ kể lại cách anh sống sót trong trại giam trẻ vị thành niên tàn bạo nhờ vào sự dí dỏm. Chính Kịch Hagar Ben-Asher Quốc Gia Khác Phim Bộ"
153,Huyền Kính,huyen-kinh,https://img.ophim.live/uploads/movies/huyen-kinh-thumb.jpg,扈耀之,Trung Quốc,2025,Phim Bộ,"Cảnh sát Xu Xiao và Lin Guoqiang hợp tác để điều tra một vụ án chặt xác, phát hiện ra mối liên hệ với một nghi lễ bất tử cổ xưa, với kẻ chủ mưu là một phụ nữ trẻ có vẻ vô hại.",Bí Ẩn,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/huyen-kinh-thumb.jpg,"Huyền Kính Cảnh sát Xu Xiao và Lin Guoqiang hợp tác để điều tra một vụ án chặt xác, phát hiện ra mối liên hệ với một nghi lễ bất tử cổ xưa, với kẻ chủ mưu là một phụ nữ trẻ có vẻ vô hại. Bí Ẩn 扈耀之 Trung Quốc Phim Bộ"
154,Bài Học Từ Chú Chim Cánh Cụt,bai-hoc-tu-chu-chim-canh-cut,https://img.ophim.live/uploads/movies/bai-hoc-tu-chu-chim-canh-cut-thumb.jpg,Peter Cattaneo,Anh,2025,Phim Lẻ,"THE PENGUIN LESSONS là một bộ phim hài - chính kịch cảm động, lấy cảm hứng từ câu chuyện có thật, diễn ra trong bối cảnh bất ổn chính trị tại Argentina năm 1976. Tom (do Coogan thủ vai), một người Anh mất phương hướng, đến Buenos Aires để giảng dạy tại một trường nội trú danh tiếng, với kỳ vọng có một trải nghiệm nhẹ nhàng. Nhưng khi thành phố rơi vào khủng hoảng và học sinh thì không thể dạy dỗ nổi, cuộc sống của Tom rẽ sang một hướng bất ngờ khi anh cứu một chú chim cánh cụt bị dính dầu ở bãi biển gần đó. Sự trung thành kỳ lạ và sự hiện diện đặc biệt của chú chim buộc Tom phải đối mặt với quá khứ bị chôn vùi của mình và thức tỉnh trước trách nhiệm về cả sự thay đổi cá nhân lẫn chính trị.&nbsp;",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/bai-hoc-tu-chu-chim-canh-cut-thumb.jpg,"Bài Học Từ Chú Chim Cánh Cụt THE PENGUIN LESSONS là một bộ phim hài - chính kịch cảm động, lấy cảm hứng từ câu chuyện có thật, diễn ra trong bối cảnh bất ổn chính trị tại Argentina năm 1976. Tom (do Coogan thủ vai), một người Anh mất phương hướng, đến Buenos Aires để giảng dạy tại một trường nội trú danh tiếng, với kỳ vọng có một trải nghiệm nhẹ nhàng. Nhưng khi thành phố rơi vào khủng hoảng và học sinh thì không thể dạy dỗ nổi, cuộc sống của Tom rẽ sang một hướng bất ngờ khi anh cứu một chú chim cánh cụt bị dính dầu ở bãi biển gần đó. Sự trung thành kỳ lạ và sự hiện diện đặc biệt của chú chim buộc Tom phải đối mặt với quá khứ bị chôn vùi của mình và thức tỉnh trước trách nhiệm về cả sự thay đổi cá nhân lẫn chính trị.&nbsp; Chính Kịch Peter Cattaneo Anh Phim Lẻ"
